0.0	142.987894779
0.02	142.987894775
0.04	60.1071921508
0.06	37.6297874373
0.08	27.3522093362
0.1	21.4777095495
0.12	17.6780703469
0.14	15.0193625065
0.16	13.0547878748
0.18	11.5438402005
0.2	10.3455982019
0.22	9.37202676772
0.24	8.56529866677
0.26	7.88586270094
0.28	7.30575282666
0.3	6.80463597163
0.32	6.36737433396
0.34	5.98246577143
0.36	5.64101418114
0.38	5.33603102005
0.4	5.06195004159
0.42	4.81428299281
0.44	4.58937070802
0.46	4.38420012366
0.48	4.19626770705
0.5	4.02347612144
0.52	3.86405505867
0.54	3.71649989263
0.56	3.57952364271
0.58	3.45201899572
0.6	3.33302801198
0.62	3.22171776093
0.64	3.11736057485
0.66	3.01931793099
0.68	2.92702720713
0.7	2.83999073032
0.72	2.75776666857
0.74	2.67996141348
0.76	2.60622317662
0.78	2.53623657995
0.8	2.46971806475
0.82	2.40641197812
0.84	2.34608722318
0.86	2.28853438048
0.88	2.23356322512
0.9	2.18100057737
0.92	2.13068843583
0.94	2.08248235073
0.96	2.03625000192
0.98	1.99186995235
1.0	1.94923055206
1.02	1.90822897207
1.04	1.86877035048
1.06	1.83076703582
1.08	1.7941379151
1.1	1.75880781553
1.12	1.72470697083
1.14	1.691770544
1.16	1.65993819978
1.18	1.62915372081
1.2	1.59936466248
1.22	1.57052204182
1.24	1.54258005675
1.26	1.51549583212
1.28	1.48922918982
1.3	1.46374244009
1.32	1.43900019202
1.34	1.41496918097
1.36	1.39161811146
1.38	1.36891751365
1.4	1.34683961225
1.42	1.32535820656
1.44	1.30444856054
1.46	1.28408730197
1.48	1.26425232979
1.5	1.24492272894
1.52	1.22607869193
1.54	1.20770144654
1.56	1.18977318911
1.58	1.17227702291
1.6	1.1551969012
1.62	1.13851757447
1.64	1.12222454156
1.66	1.10630400439
1.68	1.09074282582
1.7	1.07552849067
1.72	1.06064906928
1.74	1.04609318373
1.76	1.0318499763
1.78	1.01790908012
1.8	1.00426059173
1.82	0.990895045492
1.84	0.977803389655
1.86	0.964976963993
1.88	0.95240747886
1.9	0.940086995574
1.92	0.928007908035
1.94	0.916162925486
1.96	0.904545056325
1.98	0.893147592916
2.0	0.881964097297
2.02	0.870988387757
2.04	0.860214526193
2.06	0.849636806212
2.08	0.839249741923
2.1	0.829048057365
2.12	0.819026676547
2.14	0.809180714035
2.16	0.799505466077
2.18	0.789996402205
2.2	0.780649157311
2.22	0.771459524142
2.24	0.7624234462
2.26	0.753537011029
2.28	0.744796443844
2.3	0.736198101503
2.32	0.727738466791
2.34	0.719414142992
2.36	0.711221848744
2.38	0.703158413154
2.4	0.695220771157
2.42	0.687405959104
2.44	0.679711110572
2.46	0.672133452376
2.48	0.664670300777
2.5	0.657319057873
2.52	0.650077208157
2.54	0.642942315248
2.56	0.635912018769
2.58	0.628984031371
2.6	0.622156135898
2.62	0.615426182682
2.64	0.608792086959
2.66	0.602251826406
2.68	0.595803438785
2.7	0.589445019693
2.72	0.583174720418
2.74	0.576990745877
2.76	0.570891352658
2.78	0.564874847135
